sampleid	percent	reads	taxon_id	Kingdom	Phylum
NT02PM10	0.005434	378	65842	Bacteria	Fibrobacteres
NT02PM10	0.005204	362	456828	Bacteria	Candidatus Cloacimonetes
NT02PM10	0.004701	327	1052815	Bacteria	Candidatus Aerophobetes
NT02PM10	0.004615	321	1703755	Bacteria	candidate division WOR-3
NT02PM10	0.004284	298	200930	Bacteria	Deferribacteres
NT02PM10	0.00427	297	1752732	Bacteria	Candidatus Uhrbacteria
NT02PM10	0.004198	292	67810	Bacteria	Candidatus Bipolaricaulota
NT02PM10	0.00404	281	1752737	Bacteria	Candidatus Moranbacteria
NT02PM10	0.003982	277	2093358	Bacteria	Candidatus Abyssubacteria
NT02PM10	0.003968	276	1817811	Bacteria	Candidatus Schekmanbacteria
NT02PM10	0.003594	250	1752723	Bacteria	Candidatus Roizmanbacteria
NT02PM10	0.003393	236	1752731	Bacteria	Candidatus Magasanikbacteria
NT02PM10	0.003378	235	2109258	Bacteria	Abditibacteriota
NT02PM10	0.003033	211	67818	Bacteria	Atribacterota
NT02PM10	0.003005	209	1752729	Bacteria	Candidatus Nomurabacteria
NT02PM10	0.002631	183	1752728	Bacteria	Candidatus Falkowbacteria
NT02PM10	0.00253	176	1752719	Bacteria	Candidatus Levybacteria
NT02PM10	0.002516	175	1817799	Bacteria	Candidatus Doudnabacteria
NT02PM10	0.002501	174	200938	Bacteria	Chrysiogenetes
NT02PM10	0.002458	171	1752720	Bacteria	Candidatus Gottesmanbacteria
NT02PM10	0.002429	169	1817810	Bacteria	Candidatus Riflebacteria
NT02PM10	0.002386	166	1752722	Bacteria	Candidatus Woesebacteria
NT02PM10	0.002228	155	1817807	Bacteria	Candidatus Lindowbacteria
NT02PM10	0.002228	155	1817808	Bacteria	Candidatus Margulisbacteria
NT02PM10	0.002128	148	1662329	Bacteria	Candidatus Kapabacteria
NT02PM10	0.002099	146	1817797	Bacteria	Candidatus Coatesbacteria
NT02PM10	0.001984	138	422282	Bacteria	candidate division WWE3
NT02PM10	0.001984	138	1817919	Bacteria	Candidatus Taylorbacteria
NT02PM10	0.001898	132	1819803	Bacteria	Candidatus Desantisbacteria
NT02PM10	0.001898	132	2798537	Bacteria	Candidatus Blackallbacteria
NT02PM10	0.001869	130	1752733	Bacteria	Candidatus Yanofskybacteria
NT02PM10	0.001854	129	1817911	Bacteria	Candidatus Nealsonbacteria
NT02PM10	0.001739	121	1729712	Bacteria	Candidatus Fermentibacteria
NT02PM10	0.001696	118	1752718	Bacteria	Candidatus Daviesbacteria
NT02PM10	0.001538	107	1618330	Bacteria	Candidatus Berkelbacteria
NT02PM10	0.001481	103	1752736	Bacteria	Candidatus Adlerbacteria
NT02PM10	0.001452	101	1817909	Bacteria	Candidatus Liptonbacteria
NT02PM10	0.001438	100	1817805	Bacteria	Candidatus Glassbacteria
NT02PM10	0.001294	90	1817809	Bacteria	Candidatus Raymondbacteria
NT02PM10	0.001294	90	1817812	Bacteria	Candidatus Wallbacteria
NT02PM10	0.001236	86	1817803	Bacteria	Candidatus Fischerbacteria
NT02PM10	0.001208	84	1752738	Bacteria	Candidatus Giovannonibacteria
NT02PM10	0.001193	83	1817802	Bacteria	Candidatus Firestonebacteria
NT02PM10	0.001164	81	1817903	Bacteria	Candidatus Buchananbacteria
NT02PM10	0.001049	73	68297	Bacteria	Dictyoglomi
NT02PM10	0.001035	72	67814	Bacteria	Caldiserica
NT02PM10	0.001035	72	1752735	Bacteria	Candidatus Wolfebacteria
NT02PM10	0.000992	69	1752717	Bacteria	Candidatus Curtissbacteria
NT02PM10	0.000992	69	1752721	Bacteria	Candidatus Shapirobacteria
NT02PM10	0.000992	69	1817925	Bacteria	Candidatus Zambryskibacteria
NT02PM10	0.000978	68	1817914	Bacteria	Candidatus Ryanbacteria
NT02PM10	0.000963	67	1817910	Bacteria	Candidatus Lloydbacteria
NT02PM10	0.000949	66	1817905	Bacteria	Candidatus Harrisonbacteria
NT02PM10	0.000934	65	1817800	Bacteria	Candidatus Edwardsbacteria
NT02PM10	0.000934	65	1817916	Bacteria	Candidatus Staskawiczbacteria
NT02PM10	0.00092	64	1752724	Bacteria	Candidatus Pacebacteria
NT02PM10	0.00092	64	1817917	Bacteria	Candidatus Sungbacteria
NT02PM10	0.000848	59	2498705	Bacteria	Candidatus Cryosericota
NT02PM10	0.000762	53	67820	Bacteria	Candidatus Microgenomates
NT02PM10	0.000762	53	1817924	Bacteria	Candidatus Yonathbacteria
NT02PM10	0.000719	50	1817907	Bacteria	Candidatus Kerfeldbacteria
NT02PM10	0.000704	49	1130266	Bacteria	Candidatus Hydrothermae
NT02PM10	0.000704	49	1817899	Bacteria	Candidatus Woykebacteria
NT02PM10	0.000704	49	1817908	Bacteria	Candidatus Komeilibacteria
NT02PM10	0.000704	49	1817913	Bacteria	Candidatus Portnoybacteria
NT02PM10	0.00069	48	1752730	Bacteria	Candidatus Amesbacteria
NT02PM10	0.00069	48	1817804	Bacteria	Candidatus Fraserbacteria
NT02PM10	0.000633	44	1752739	Bacteria	Candidatus Jorgensenbacteria
NT02PM10	0.000633	44	2576005	Bacteria	candidate division LCP-89
NT02PM10	0.000604	42	2093364	Bacteria	Candidatus Aureabacteria
NT02PM10	0.000589	41	1817922	Bacteria	Candidatus Vogelbacteria
NT02PM10	0.000575	40	363464	Bacteria	Candidatus Gracilibacteria
NT02PM10	0.000575	40	1752726	Bacteria	Candidatus Beckwithbacteria
NT02PM10	0.000575	40	1817901	Bacteria	Candidatus Andersenbacteria
NT02PM10	0.000546	38	1752725	Bacteria	Candidatus Collierbacteria
NT02PM10	0.000518	36	1817923	Bacteria	Candidatus Wildermuthbacteria
NT02PM10	0.000518	36	2013583	Bacteria	Candidatus Goldbacteria
NT02PM10	0.000431	30	1752741	Bacteria	Candidatus Azambacteria
NT02PM10	0.000417	29	1817920	Bacteria	Candidatus Terrybacteria
NT02PM10	0.000403	28	1704031	Bacteria	candidate division KD3-62
NT02PM10	0.000388	27	1817904	Bacteria	Candidatus Colwellbacteria
NT02PM10	0.000374	26	1752740	Bacteria	Candidatus Kuenenbacteria
NT02PM10	0.000345	24	1752727	Bacteria	Candidatus Campbellbacteria
NT02PM10	0.000345	24	1817900	Bacteria	Candidatus Chisholmbacteria
NT02PM10	0.000331	23	1817912	Bacteria	Candidatus Niyogibacteria
NT02PM10	0.000316	22	221235	Bacteria	Candidatus Absconditabacteria
NT02PM10	0.000316	22	1618339	Bacteria	candidate division CPR2
NT02PM10	0.000316	22	1817926	Bacteria	Candidatus Wirthbacteria
NT02PM10	0.000288	20	1817915	Bacteria	Candidatus Spechtbacteria
NT02PM10	0.000288	20	2138240	Bacteria	Coprothermobacterota
NT02PM10	0.000288	20	2798536	Bacteria	Candidatus Gribaldobacteria
NT02PM10	0.000273	19	1817798	Bacteria	Candidatus Delongbacteria
NT02PM10	0.000273	19	2301208	Bacteria	Candidatus Cerribacteria
NT02PM10	0.000244	17	1817796	Bacteria	Candidatus Abawacabacteria
NT02PM10	0.000244	17	1817898	Bacteria	Candidatus Blackburnbacteria
NT02PM10	0.00023	16	1618340	Bacteria	candidate division CPR3
NT02PM10	0.000173	12	2703810	Bacteria	Candidatus Mcinerneyibacteriota
NT02PM10	0.000144	10	1618338	Bacteria	candidate division CPR1
NT02PM10	0.000144	10	2767197	Bacteria	Candidatus Muirbacteria
NT02PM10	0.000115	8	1817918	Bacteria	Candidatus Tagabacteria
NT02PM10	0.000072	5	1817906	Bacteria	Candidatus Jacksonbacteria
NT02PM10	0.000029	2	1817902	Bacteria	Candidatus Brennerbacteria
NT05PM09	37.956287	2688626	1224	Bacteria	Proteobacteria
NT05PM09	34.122242	2417042	201174	Bacteria	Actinobacteria
NT05PM09	13.316238	943253	57723	Bacteria	Acidobacteria
NT05PM09	3.083992	218454	203682	Bacteria	Planctomycetes
NT05PM09	1.215349	86089	976	Bacteria	Bacteroidetes
NT05PM09	1.083578	76755	1239	Bacteria	Firmicutes
NT05PM09	0.857912	60770	74201	Bacteria	Verrucomicrobia
NT05PM09	0.488799	34624	200795	Bacteria	Chloroflexi
NT05PM09	0.358228	25375	1117	Bacteria	Cyanobacteria
NT05PM09	0.16578	11743	142182	Bacteria	Gemmatimonadetes
NT05PM09	0.130628	9253	1752708	Bacteria	Candidatus Rokubacteria
NT05PM09	0.101306	7176	40117	Bacteria	Nitrospirae
NT05PM09	0.076671	5431	67819	Bacteria	Armatimonadetes
NT05PM09	0.0707	5008	1855361	Bacteria	Candidatus Kryptonia
NT05PM09	0.064389	4561	1297	Bacteria	Deinococcus-Thermus
NT05PM09	0.057387	4065	204428	Bacteria	Chlamydiae
NT05PM09	0.054211	3840	203691	Bacteria	Spirochaetes
NT05PM09	0.049764	3525	1798710	Bacteria	Candidatus Melainabacteria
NT05PM09	0.049467	3504	1134404	Bacteria	Ignavibacteriae
NT05PM09	0.030296	2146	1154676	Bacteria	Candidatus Eremiobacteraeota
NT05PM09	0.028094	1990	74152	Bacteria	Elusimicrobia
NT05PM09	0.02376	1683	256845	Bacteria	Lentisphaerae
NT05PM09	0.022418	1588	95818	Bacteria	Candidatus Saccharibacteria
NT05PM09	0.019877	1408	67812	Bacteria	Candidatus Omnitrophica
NT05PM09	0.01776	1258	1802339	Bacteria	Candidatus Tectomicrobia
NT05PM09	0.015557	1102	1090	Bacteria	Chlorobi
NT05PM09	0.014329	1015	1930617	Bacteria	Calditrichaeota
NT05PM09	0.013694	970	1817801	Bacteria	Candidatus Eisenbacteria
NT05PM09	0.01344	952	67817	Bacteria	Candidatus Aminicenantes
NT05PM09	0.010969	777	1379697	Bacteria	candidate division Zixibacteria
NT05PM09	0.010955	776	2052312	Bacteria	Candidatus Dormibacteraeota
NT05PM09	0.010037	711	640293	Bacteria	candidate division NC10
NT05PM09	0.009317	660	1936987	Bacteria	Balneolaeota
NT05PM09	0.00871	617	1293497	Bacteria	Nitrospinae
NT05PM09	0.007976	565	508458	Bacteria	Synergistetes
NT05PM09	0.007553	535	265317	Bacteria	Candidatus Poribacteria
NT05PM09	0.006536	463	74015	Bacteria	Candidatus Latescibacteria
NT05PM09	0.006452	457	221216	Bacteria	Candidatus Parcubacteria
NT05PM09	0.006339	449	62680	Bacteria	Candidatus Marinimicrobia
NT05PM09	0.006042	428	1752716	Bacteria	Candidatus Dadabacteria
NT05PM09	0.005915	419	1853220	Bacteria	Rhodothermaeota
NT05PM09	0.005901	418	200918	Bacteria	Thermotogae
NT05PM09	0.005774	409	200783	Bacteria	Aquificae
NT05PM09	0.005619	398	142187	Bacteria	Candidatus Hydrogenedentes
NT05PM09	0.005336	378	1752734	Bacteria	Candidatus Kaiserbacteria
NT05PM09	0.004348	308	134625	Bacteria	Kiritimatiellaeota
NT05PM09	0.004263	302	200940	Bacteria	Thermodesulfobacteria
NT05PM09	0.004207	298	1619053	Bacteria	Candidatus Peregrinibacteria
NT05PM09	0.004094	290	32066	Bacteria	Fusobacteria
NT05PM09	0.003995	283	544448	Bacteria	Tenericutes
NT05PM09	0.003769	267	200295	Bacteria	Candidatus Sumerlaeota
NT05PM09	0.003713	263	65842	Bacteria	Fibrobacteres
NT05PM09	0.003558	252	456828	Bacteria	Candidatus Cloacimonetes
NT05PM09	0.003515	249	1817806	Bacteria	Candidatus Handelsmanbacteria
NT05PM09	0.003035	215	67810	Bacteria	Candidatus Bipolaricaulota
NT05PM09	0.002767	196	1752729	Bacteria	Candidatus Nomurabacteria
NT05PM09	0.002668	189	200930	Bacteria	Deferribacteres
NT05PM09	0.002626	186	1752732	Bacteria	Candidatus Uhrbacteria
NT05PM09	0.002428	172	1752737	Bacteria	Candidatus Moranbacteria
NT05PM09	0.002386	169	2093358	Bacteria	Candidatus Abyssubacteria
NT05PM09	0.002358	167	1052815	Bacteria	Candidatus Aerophobetes
NT05PM09	0.002301	163	1752723	Bacteria	Candidatus Roizmanbacteria
NT05PM09	0.002287	162	1703755	Bacteria	candidate division WOR-3
NT05PM09	0.002231	158	1817811	Bacteria	Candidatus Schekmanbacteria
NT05PM09	0.002146	152	1752731	Bacteria	Candidatus Magasanikbacteria
NT05PM09	0.002132	151	1752728	Bacteria	Candidatus Falkowbacteria
NT05PM09	0.002132	151	1817799	Bacteria	Candidatus Doudnabacteria
NT05PM09	0.001934	137	1817919	Bacteria	Candidatus Taylorbacteria
NT05PM09	0.001849	131	1752722	Bacteria	Candidatus Woesebacteria
NT05PM09	0.001793	127	2109258	Bacteria	Abditibacteriota
NT05PM09	0.001736	123	1752720	Bacteria	Candidatus Gottesmanbacteria
NT05PM09	0.001722	122	1752736	Bacteria	Candidatus Adlerbacteria
NT05PM09	0.001708	121	67818	Bacteria	Atribacterota
NT05PM09	0.001666	118	1817809	Bacteria	Candidatus Raymondbacteria
NT05PM09	0.001525	108	1752719	Bacteria	Candidatus Levybacteria
NT05PM09	0.001454	103	1618330	Bacteria	Candidatus Berkelbacteria
NT05PM09	0.001426	101	422282	Bacteria	candidate division WWE3
NT05PM09	0.001412	100	1817808	Bacteria	Candidatus Margulisbacteria
NT05PM09	0.001369	97	1817810	Bacteria	Candidatus Riflebacteria
NT05PM09	0.001341	95	1729712	Bacteria	Candidatus Fermentibacteria
NT05PM09	0.001327	94	200938	Bacteria	Chrysiogenetes
NT05PM09	0.001313	93	1752733	Bacteria	Candidatus Yanofskybacteria
NT05PM09	0.001285	91	1662329	Bacteria	Candidatus Kapabacteria
NT05PM09	0.001271	90	1817807	Bacteria	Candidatus Lindowbacteria
NT05PM09	0.001228	87	2798537	Bacteria	Candidatus Blackallbacteria
NT05PM09	0.001214	86	1817805	Bacteria	Candidatus Glassbacteria
NT05PM09	0.001158	82	1817925	Bacteria	Candidatus Zambryskibacteria
NT05PM09	0.001101	78	1752718	Bacteria	Candidatus Daviesbacteria
NT05PM09	0.001073	76	1819803	Bacteria	Candidatus Desantisbacteria
NT05PM09	0.000974	69	1752738	Bacteria	Candidatus Giovannonibacteria
NT05PM09	0.000875	62	1817797	Bacteria	Candidatus Coatesbacteria
NT05PM09	0.000875	62	1817803	Bacteria	Candidatus Fischerbacteria
NT05PM09	0.000847	60	1817911	Bacteria	Candidatus Nealsonbacteria
NT05PM09	0.000833	59	1817812	Bacteria	Candidatus Wallbacteria
NT05PM09	0.000833	59	1817907	Bacteria	Candidatus Kerfeldbacteria
NT05PM09	0.000833	59	2498705	Bacteria	Candidatus Cryosericota
NT05PM09	0.000791	56	1817905	Bacteria	Candidatus Harrisonbacteria
NT05PM09	0.000734	52	1817909	Bacteria	Candidatus Liptonbacteria
NT05PM09	0.000706	50	1752735	Bacteria	Candidatus Wolfebacteria
NT05PM09	0.000692	49	1752717	Bacteria	Candidatus Curtissbacteria
NT05PM09	0.000692	49	1817804	Bacteria	Candidatus Fraserbacteria
NT05PM09	0.000664	47	1817914	Bacteria	Candidatus Ryanbacteria
NT05PM09	0.000664	47	1817924	Bacteria	Candidatus Yonathbacteria
NT05PM09	0.000649	46	1752739	Bacteria	Candidatus Jorgensenbacteria
NT05PM09	0.000635	45	1752721	Bacteria	Candidatus Shapirobacteria
NT05PM09	0.000621	44	1752724	Bacteria	Candidatus Pacebacteria
NT05PM09	0.000621	44	1817910	Bacteria	Candidatus Lloydbacteria
NT05PM09	0.000607	43	67814	Bacteria	Caldiserica
NT05PM09	0.000579	41	1817802	Bacteria	Candidatus Firestonebacteria
NT05PM09	0.000551	39	68297	Bacteria	Dictyoglomi
NT05PM09	0.000494	35	1752730	Bacteria	Candidatus Amesbacteria
NT05PM09	0.000494	35	1817913	Bacteria	Candidatus Portnoybacteria
NT05PM09	0.00048	34	1817908	Bacteria	Candidatus Komeilibacteria
NT05PM09	0.000466	33	1130266	Bacteria	Candidatus Hydrothermae
NT05PM09	0.000466	33	1752741	Bacteria	Candidatus Azambacteria
NT05PM09	0.000466	33	1817800	Bacteria	Candidatus Edwardsbacteria
NT05PM09	0.000424	30	1817917	Bacteria	Candidatus Sungbacteria
NT05PM09	0.000424	30	2576005	Bacteria	candidate division LCP-89
NT05PM09	0.000409	29	1752727	Bacteria	Candidatus Campbellbacteria
NT05PM09	0.000395	28	1817901	Bacteria	Candidatus Andersenbacteria
NT05PM09	0.000381	27	1817899	Bacteria	Candidatus Woykebacteria
NT05PM09	0.000381	27	1817903	Bacteria	Candidatus Buchananbacteria
NT05PM09	0.000381	27	1817916	Bacteria	Candidatus Staskawiczbacteria
NT05PM09	0.000367	26	67820	Bacteria	Candidatus Microgenomates
NT05PM09	0.000367	26	1817923	Bacteria	Candidatus Wildermuthbacteria
NT05PM09	0.000367	26	2798536	Bacteria	Candidatus Gribaldobacteria
NT05PM09	0.000339	24	1752725	Bacteria	Candidatus Collierbacteria
NT05PM09	0.000339	24	1817922	Bacteria	Candidatus Vogelbacteria
NT05PM09	0.000325	23	2093364	Bacteria	Candidatus Aureabacteria
NT05PM09	0.000296	21	363464	Bacteria	Candidatus Gracilibacteria
NT05PM09	0.000296	21	1704031	Bacteria	candidate division KD3-62
NT05PM09	0.000282	20	1752726	Bacteria	Candidatus Beckwithbacteria
NT05PM09	0.000282	20	1817915	Bacteria	Candidatus Spechtbacteria
NT05PM09	0.000268	19	2013583	Bacteria	Candidatus Goldbacteria
NT05PM09	0.00024	17	1817920	Bacteria	Candidatus Terrybacteria
NT05PM09	0.000226	16	1817904	Bacteria	Candidatus Colwellbacteria
NT05PM09	0.000212	15	221235	Bacteria	Candidatus Absconditabacteria
NT05PM09	0.000212	15	2767197	Bacteria	Candidatus Muirbacteria
NT05PM09	0.000169	12	1817900	Bacteria	Candidatus Chisholmbacteria
NT05PM09	0.000155	11	1618338	Bacteria	candidate division CPR1
NT05PM09	0.000155	11	1752740	Bacteria	Candidatus Kuenenbacteria
NT05PM09	0.000155	11	1817898	Bacteria	Candidatus Blackburnbacteria
NT05PM09	0.000155	11	1817912	Bacteria	Candidatus Niyogibacteria
NT05PM09	0.000127	9	2138240	Bacteria	Coprothermobacterota
NT05PM09	0.000127	9	2301208	Bacteria	Candidatus Cerribacteria
NT05PM09	0.000071	5	1618340	Bacteria	candidate division CPR3
NT05PM09	0.000071	5	1817796	Bacteria	Candidatus Abawacabacteria
NT05PM09	0.000071	5	1817798	Bacteria	Candidatus Delongbacteria
NT05PM09	0.000071	5	2703810	Bacteria	Candidatus Mcinerneyibacteriota
NT05PM09	0.000056	4	1817902	Bacteria	Candidatus Brennerbacteria
NT05PM09	0.000056	4	1817918	Bacteria	Candidatus Tagabacteria
NT05PM09	0.000056	4	1817926	Bacteria	Candidatus Wirthbacteria
NT05PM09	0.000042	3	1618339	Bacteria	candidate division CPR2
NT05PM09	0.000042	3	1817906	Bacteria	Candidatus Jacksonbacteria
NT06PM03	39.187794	2443192	1224	Bacteria	Proteobacteria
NT06PM03	25.046236	1561526	57723	Bacteria	Acidobacteria
NT06PM03	16.420368	1023740	201174	Bacteria	Actinobacteria
NT06PM03	4.543935	283295	203682	Bacteria	Planctomycetes
NT06PM03	1.51186	94258	976	Bacteria	Bacteroidetes
NT06PM03	1.446049	90155	74201	Bacteria	Verrucomicrobia
NT06PM03	1.137223	70901	1239	Bacteria	Firmicutes
NT06PM03	0.579959	36158	200795	Bacteria	Chloroflexi
NT06PM03	0.508407	31697	1117	Bacteria	Cyanobacteria
NT06PM03	0.19124	11923	142182	Bacteria	Gemmatimonadetes
NT06PM03	0.17913	11168	204428	Bacteria	Chlamydiae
NT06PM03	0.169426	10563	1798710	Bacteria	Candidatus Melainabacteria
NT06PM03	0.165625	10326	1752708	Bacteria	Candidatus Rokubacteria
NT06PM03	0.150532	9385	1134404	Bacteria	Ignavibacteriae
NT06PM03	0.148703	9271	40117	Bacteria	Nitrospirae
NT06PM03	0.080567	5023	1297	Bacteria	Deinococcus-Thermus
NT06PM03	0.073766	4599	203691	Bacteria	Spirochaetes
NT06PM03	0.072772	4537	67819	Bacteria	Armatimonadetes
NT06PM03	0.043483	2711	1855361	Bacteria	Candidatus Kryptonia
NT06PM03	0.039441	2459	1154676	Bacteria	Candidatus Eremiobacteraeota
NT06PM03	0.036025	2246	74152	Bacteria	Elusimicrobia
NT06PM03	0.030523	1903	256845	Bacteria	Lentisphaerae
NT06PM03	0.029368	1831	67812	Bacteria	Candidatus Omnitrophica
NT06PM03	0.022119	1379	1802339	Bacteria	Candidatus Tectomicrobia
NT06PM03	0.020964	1307	1930617	Bacteria	Calditrichaeota
NT06PM03	0.0209	1303	67817	Bacteria	Candidatus Aminicenantes
NT06PM03	0.019681	1227	1817801	Bacteria	Candidatus Eisenbacteria
NT06PM03	0.018959	1182	1090	Bacteria	Chlorobi
NT06PM03	0.018077	1127	95818	Bacteria	Candidatus Saccharibacteria
NT06PM03	0.015238	950	1379697	Bacteria	candidate division Zixibacteria
NT06PM03	0.014532	906	640293	Bacteria	candidate division NC10
NT06PM03	0.012383	772	1936987	Bacteria	Balneolaeota
NT06PM03	0.012334	769	1293497	Bacteria	Nitrospinae
NT06PM03	0.010971	684	265317	Bacteria	Candidatus Poribacteria
NT06PM03	0.01057	659	508458	Bacteria	Synergistetes
NT06PM03	0.010538	657	2052312	Bacteria	Candidatus Dormibacteraeota
NT06PM03	0.009736	607	74015	Bacteria	Candidatus Latescibacteria
NT06PM03	0.00972	606	62680	Bacteria	Candidatus Marinimicrobia
NT06PM03	0.008212	512	142187	Bacteria	Candidatus Hydrogenedentes
NT06PM03	0.007843	489	1752716	Bacteria	Candidatus Dadabacteria
NT06PM03	0.007699	480	200918	Bacteria	Thermotogae
NT06PM03	0.007394	461	200783	Bacteria	Aquificae
NT06PM03	0.00717	447	1853220	Bacteria	Rhodothermaeota
NT06PM03	0.00656	409	134625	Bacteria	Kiritimatiellaeota
NT06PM03	0.006416	400	200940	Bacteria	Thermodesulfobacteria
NT06PM03	0.00632	394	221216	Bacteria	Candidatus Parcubacteria
NT06PM03	0.006015	375	544448	Bacteria	Tenericutes
NT06PM03	0.005999	374	32066	Bacteria	Fusobacteria
NT06PM03	0.005694	355	1619053	Bacteria	Candidatus Peregrinibacteria
NT06PM03	0.005678	354	1817806	Bacteria	Candidatus Handelsmanbacteria
NT06PM03	0.005518	344	200295	Bacteria	Candidatus Sumerlaeota
NT06PM03	0.005181	323	1752734	Bacteria	Candidatus Kaiserbacteria
NT06PM03	0.005052	315	65842	Bacteria	Fibrobacteres
NT06PM03	0.004651	290	456828	Bacteria	Candidatus Cloacimonetes
NT06PM03	0.00393	245	1052815	Bacteria	Candidatus Aerophobetes
NT06PM03	0.00393	245	1752737	Bacteria	Candidatus Moranbacteria
NT06PM03	0.003753	234	1752732	Bacteria	Candidatus Uhrbacteria
NT06PM03	0.003689	230	200930	Bacteria	Deferribacteres
NT06PM03	0.003256	203	67810	Bacteria	Candidatus Bipolaricaulota
NT06PM03	0.003224	201	1752723	Bacteria	Candidatus Roizmanbacteria
NT06PM03	0.003192	199	1817811	Bacteria	Candidatus Schekmanbacteria
NT06PM03	0.003096	193	1703755	Bacteria	candidate division WOR-3
NT06PM03	0.003048	190	2093358	Bacteria	Candidatus Abyssubacteria
NT06PM03	0.002775	173	1752731	Bacteria	Candidatus Magasanikbacteria
NT06PM03	0.002566	160	200938	Bacteria	Chrysiogenetes
NT06PM03	0.002534	158	1752729	Bacteria	Candidatus Nomurabacteria
NT06PM03	0.00239	149	67818	Bacteria	Atribacterota
NT06PM03	0.002358	147	1752722	Bacteria	Candidatus Woesebacteria
NT06PM03	0.002294	143	1752728	Bacteria	Candidatus Falkowbacteria
NT06PM03	0.00223	139	1752719	Bacteria	Candidatus Levybacteria
NT06PM03	0.002133	133	1817808	Bacteria	Candidatus Margulisbacteria
NT06PM03	0.002101	131	2109258	Bacteria	Abditibacteriota
NT06PM03	0.002053	128	1662329	Bacteria	Candidatus Kapabacteria
NT06PM03	0.002037	127	1817810	Bacteria	Candidatus Riflebacteria
NT06PM03	0.002021	126	1817807	Bacteria	Candidatus Lindowbacteria
NT06PM03	0.002005	125	1817799	Bacteria	Candidatus Doudnabacteria
NT06PM03	0.001925	120	1817919	Bacteria	Candidatus Taylorbacteria
NT06PM03	0.001909	119	1819803	Bacteria	Candidatus Desantisbacteria
NT06PM03	0.00178	111	1729712	Bacteria	Candidatus Fermentibacteria
